brand,description,price_usd,type
ALEX MILL,Beachside striped cotton-jersey T-shirt,100,clothing
SIMKHAI,Adina strapless appliquéd ponte-trimmed stretch-crepe bustier mini dress,795,clothing
TORY SPORT,Two-tone stretch-jersey top,150,clothing
ALEX MILL,Standard striped linen straight-leg pants,165,clothing
GUCCI,Cropped appliquéd wool-blend flared pants,1600,clothing
LACOSTE,Appliquéd cotton-poplin shorts,145,clothing
SKIMS,Seamless Sculpt High Waist Brief - Onyx,32,clothing
SELF-PORTRAIT,Strapless crystal-embellished crepe midi dress,555,clothing
DESMOND & DEMPSEY,+ NET SUSTAIN printed organic cotton-voile nightdress,195,clothing
TOTEME,+ NET SUSTAIN ribbed stretch organic cotton-jersey tank,120,clothing
BONDI BORN,+ NET SUSTAIN Raya ruched swimsuit,325,clothing
MAX MARA,Wool turtleneck sweater,610,clothing
BALENCIAGA,Embroidered cotton-jersey T-shirt,690,clothing
AND WANDER,Ripstop pants,355,clothing
BALENCIAGA,Jacquard-trimmed stretch-jersey briefs,595,clothing
ADIDAS BY STELLA MCCARTNEY,TrueCasuals printed recycled-shell jacket,200,clothing
GANNI,Leopard-print stretch recycled sports bra,135,clothing
THE ROW,Bartelle grain de poudre wool and mohair-blend maxi skirt,1590,clothing
16ARLINGTON,Solaria sequined stretch-tulle cardigan,430,clothing
OFF-WHITE,Cutout printed stretch-jersey top,643,clothing
JEAN PAUL GAULTIER,+ KNWLS striped mesh turtleneck top,290,clothing
ALEXANDER MCQUEEN,Pleated printed cotton-poplin midi skirt,1890,clothing
CHRISTOPHER JOHN ROGERS,Oversized striped seersucker shirt,925,clothing
GOOD AMERICAN,Bali one-shoulder bikini top,59,clothing
ADIDAS BY STELLA MCCARTNEY,TrueStrength recycled stretch-jacquard leggings,150,clothing
GALVAN,Sienna crepe halterneck gown,2095,clothing
ERIN SNOW,+ NET SUSTAIN Mare stretch recycled top,230,clothing
LORO PIANA,Marine embellished bikini briefs,150,clothing
JAMES PERSE,Supima cotton-jersey track pants,135,clothing
NILI LOTAN,Janie distressed cotton-jersey hoodie,275,clothing
MAX MARA,Pleated wool-blend wide-leg pants,695,clothing
REMAIN BIRGER CHRISTENSEN,Liw oversized leather jacket,800,clothing
BALENCIAGA,C-shape oversized hooded quilted shell jacket,3150,clothing
TORY SPORT,Seamless stretch sports bra,80,clothing
SACAI,Jersey-trimmed leather and quilted glossed-shell jacket,1910,clothing
MICHAEL KORS COLLECTION,Haylee wool-blend flannel flared pants,1190,clothing
NANUSHKA,Xaviera wrap-effect draped satin shirt dress,695,clothing
VERSACE,Embellished wool and silk-satin mini skirt,2675,clothing
DODO BAR OR,Eran crystal-embellished chiffon midi dress,685,clothing
WOLFORD,+ N°21 Pattie stretch-mesh and lace jumpsuit,1920,clothing
DAVID KOMA,Strapless satin-trimmed sequined tulle bustier top,990,clothing
CULT GAIA,Cara cropped embellished cotton-canvas top,418,clothing
MONCLER GENIUS,Quilted ribbed-knit down jacket,2435,clothing
THREE GRACES LONDON,Oonagh embroidered cotton-poplin midi dress,679,clothing
MARYSIA,Mott scalloped seersucker bikini briefs,172,clothing
COSTARELLOS,Cotton-velvet bustier top,480,clothing
ROKSANDA,Ayres silk organza-trimmed crepe midi dress,1780,clothing
SKIMS,Fits Everybody High Waisted thong - Mica,20,clothing
LA DOUBLEJ,Baia printed cotton-blend twill midi skirt,590,clothing
L'AGENCE,Jyothi coated high-rise skinny jeans,285,clothing
AGUA BY AGUA BENDITA,+ NET SUSTAIN Olmo ruffled floral-print recycled bikini top,160,clothing
GOLDSIGN,+ NET SUSTAIN The Scout pleated organic denim shorts,325,clothing
JOSLIN,+ NET SUSTAIN Camilla linen midi wrap skirt,320,clothing
SPLITS59,Fox striped Techflex track jacket,180,clothing
FLEUR DU MAL,Roses and Thorns satin-trimmed embroidered tulle underwired soft-cup bra,168,clothing
LAFAYETTE 148,Sullivan tweed wide-leg pants,898,clothing
BASERANGE,+ NET SUSTAIN Mississippi stretch-bamboo Lyocell jersey bodysuit,91,clothing
BURBERRY,Checked embroidered stretch-jersey bodysuit,1250,clothing
FARM RIO,Tiered cutout linen-blend maxi dress,294,clothing
PROENZA SCHOULER,Knitted sweater,890,clothing
BOTTEGA VENETA,Flared jeans,950,clothing
STAUD,Annette pinstriped grain de poudre mini skirt,225,clothing
MELISSA ODABASH,Taormina swimsuit,269,clothing
ANOTHER TOMORROW,+ NET SUSTAIN cropped organic hemp-blend flared pants,590,clothing
VINCE,Houndstooth recycled wool-blend coat,845,clothing
FORTELA,April suede-trimmed checked flannel shirt,565,clothing
GIVENCHY,4G embroidered stretch-knit mini skirt,995,clothing
FARM RIO,Appliquéd gathered cotton-poplin mini dress,220,clothing
BALENCIAGA,Printed crepe shirt,1200,clothing
L'ETOILE SPORT,Broderie anglaise ribbed jersey tank,175,clothing
ALEX MILL,Boy pleated cotton-corduroy straight-leg pants,155,clothing
ROSIE ASSOULIN,Sporty Spice striped seersucker and cotton-poplin shirt dress,1295,clothing
KHAITE,Kal cotton-poplin mini shirt dress,980,clothing
PUCCI,Printed bikini briefs,185,clothing
REBECCA VALLANCE,Bow-detailed faux pearl-embellished cady midi dress,1040,clothing
CAROLINE CONSTAS,Reyna off-the-shoulder cotton-blend maxi dress,695,clothing
ALEXANDER MCQUEEN,Ruffled printed cotton-twill mini dress,2890,clothing
DAVID KOMA,Embellished patent-leather trimmed wool-crepe midi dress,2160,clothing
MAX MARA,Calate tie-neck printed silk-twill midi dress,1490,clothing
FALKE ERGONOMIC SPORT SYSTEM,Layered jersey-trimmed recycled-ripstop shorts,200,clothing
ON,Sprinter mesh-trimmed stretch recycled-jersey shorts,70,clothing
TIBI,Liam twill blazer,595,clothing
ADAM LIPPES,Silk-crepe tunic,1290,clothing
TORY SPORT,Tech-piqué golf top,160,clothing
PUCCI,Printed ruffled stretch-mesh skinny pants,860,clothing
ALEXANDER MCQUEEN,Cutout cotton-jersey and faille mini dress,1250,clothing
VALENTINO GARAVANI,Toile Iconographe leather-trimmed flocked canvas shorts,2200,clothing
LORO PIANA,Striped silk and cotton-blend turtleneck sweater,1900,clothing
OUTDOOR VOICES,Birdie cropped DriRelease stretch recycled-piqué polo shirt,70,clothing
WARDROBE.NYC,Leather leggings,1500,clothing
AREA,Crystal-embellished bow-detailed houndstooth wool halterneck top,1195,clothing
FRAME,Le Sylvie high-rise slim-leg leather pants,950,clothing
HOMMEGIRLS,Set of three intarsia ribbed cotton-blend socks,30,clothing
PEONY,+ NET SUSTAIN Vacation ruched stretch-ECONYL® swimsuit,220,clothing
SAFIYAA,Priscilla crystal-embellished stretch-crepe gown,2590,clothing
GUCCI,Devoré-velvet shirt,2200,clothing
SKIMS,Cotton Collection ribbed cotton-blend jersey thong - Bone,20,clothing
ADIDAS ORIGINALS,+ Y-3 printed ribbed organic cotton-jersey T-shirt,130,clothing
PALM ANGELS,Woven pants,615,clothing
SAINT LAURENT,Lace-trimmed silk-satin midi dress,4690,clothing
MARYSIA,Venice gathered one-shoulder bikini top,160,clothing
VINCE,Striped silk-satin shirt,445,clothing
MELISSA ODABASH,Miami ribbed bikini briefs,126,clothing
LOULOU STUDIO,+ NET SUSTAIN Rona organic denim midi skirt,320,clothing
HUNZA G,+ NET SUSTAIN open-back seersucker swimsuit,215,clothing
ROTATE BIRGER CHRISTENSEN,+ NET SUSTAIN strapless ruffled tiered recycled duchesse-satin mini dress,350,clothing
AJE,Elsie asymmetric layered plissé-organza midi skirt,455,clothing
DRIES VAN NOTEN,Floral-print silk-satin straight-leg pants,1230,clothing
DORA LARSEN,Peony organic cotton-blend briefs,41,clothing
ALESSANDRA RICH,Velvet maxi skirt,1265,clothing
COMME DES GARÇONS GIRL,Color-block knitted cardigan,475,clothing
SIMKHAI,Liam crystal-embellished high-rise straight-leg jeans,695,clothing
VARLEY,Dexter stretch-jersey sweatshirt,130,clothing
THE ROW,Pascal draped silk-crepe maxi dress,5990,clothing
KHAITE,Nina ribbed-knit midi dress,1080,clothing
GUCCI,Wool-jacquard cape,2980,clothing
ALAÏA,Gathered leather-trimmed stretch-jersey maxi wrap skirt,2740,clothing
ALEXANDER MCQUEEN,Open-back wool-crepe straight-leg jumpsuit,4390,clothing
GIVENCHY,Denim midi skirt,1050,clothing
FARM RIO,+ NET SUSTAIN gathered printed organic cotton playsuit,190,clothing
ELSE,Bare lace-trimmed tulle underwired soft-cup bra,110,clothing
ALO YOGA,Vapor camouflage-print stretch leggings,132,clothing
ALTUZARRA,Kalymnos twist-front cutout tie-dyed plissé crepe de chine maxi dress,2995,clothing
ACNE STUDIOS,Asymmetric printed velvet mini wrap skirt,470,clothing
TORY SPORT,Striped mercerized cotton-jersey polo shirt,160,clothing
ALTUZARRA,Rhea jacquard-knit maxi dress,1495,clothing
NORMA KAMALI,Tie-front ruched halterneck bikini top,100,clothing
TOVE,Rae belted leather jacket,3630,clothing
SKIMS,Fits Everybody stretch-satin jersey thong bodysuit - Oxide,58,clothing
SKIMS,Fits Everybody High Waisted Thong - Oxide,20,clothing
SAINT LAURENT,Embroidered striped cotton-poplin shirt,1190,clothing
TOTEME,Organic cotton straight-leg cargo pants,470,clothing
GOOD AMERICAN,Paperbag ruffled frayed denim shorts,120,clothing
MONSE,Asymmetric lace-up cotton-blend twill maxi dress,1290,clothing
BEARE PARK,Silk-satin top,390,clothing
TOVE,Lauryn gathered stretch-cotton poplin midi dress,600,clothing
ROWEN ROSE,Waves belted ribbed cotton midi dress,730,clothing
KIKI DE MONTPARNASSE,Leavers lace-trimmed silk-blend satin underwired soft-cup balconette bra,248,clothing
LESET,Pointelle-knit cotton-jersey tank,78,clothing
GIVENCHY,Cropped satin bomber jacket,2500,clothing
BRIONI,Wool-twill straight-leg pants,1195,clothing
KHAITE,Maddy ribbed-knit sweater,1160,clothing
CAROLINE CONSTAS,Laurel ruffled floral-print cotton-blend poplin mini dress,350,clothing
CLOE CASSANDRO,+ NET SUSTAIN Ruby layered printed silk halterneck jumpsuit,473,clothing
MAX MARA,Chrissy cutout printed stretch swimsuit,295,clothing
THE ROW,Vega wool-cady vest,1450,clothing
PROENZA SCHOULER,Belted snake-print crepe de chine midi dress,990,clothing
BALMAIN,Button-embellished two-tone ribbed-knit cardigan,1790,clothing
DAVID KOMA,Crystal-embellished appliquéd patent-leather and wool-crepe mini dress,2395,clothing
EMILIA WICKSTEAD,Oceania wool-crepe gown,3430,clothing
ALEX PERRY,Patten pleated velvet gown and gloves set,2600,clothing
GUCCI,GG Supreme cotton Oxford-jacquard shirt,880,clothing
COPERNI,Faux fur-trimmed ribbed wool-blend half-zip bodysuit,830,clothing
VALENTINO GARAVANI,Open-back wool and silk-blend crepe mini dress,4200,clothing
MISSONI,Striped crochet-knit halterneck playsuit,672,clothing
BOTTEGA VENETA,Leather midi skirt,3500,clothing
THE ROW,Rufos pleated cotton-blend corduroy wide-leg pants,1120,clothing
MONCLER,Stretch-twill leggings,655,clothing
MOLLY GODDARD,Esme strapless ruched grosgrain-trimmed taffeta top,425,clothing
BALENCIAGA,Belted cashmere-blend coat,4790,clothing
PUCCI,Girandole printed silk-twill mini dress,1060,clothing
THE ROW,Essentials Sherman cotton-jersey top,420,clothing
SLEEPER,Feather-trimmed twill pajama set,345,clothing
TOTEME,+ NET SUSTAIN oversized organic cotton-jersey T-shirt,200,clothing
BOGNER,Tesja cropped printed shell straight-leg golf pants,350,clothing
ULLA JOHNSON,Felix metallic striped silk-blend top,450,clothing
BOUGUESSA,Nour striped wool-blend tweed cardigan,985,clothing
ANDREW GN,Crystal-embellished feather-trimmed crepe gown,4125,clothing
ALEXANDER MCQUEEN,Cropped ribbed wool and cashmere-blend turtleneck sweater,1690,clothing
GIRLFRIEND COLLECTIVE,+ NET SUSTAIN Paloma stretch recycled sports bra,45,clothing
SKIMS,Fits Everybody Scoop Neck Bralette - Onyx,32,clothing
THE ROW,Essentials Elada crepe shirt,1250,clothing
ERES,Daisy belted floral-print cotton-voile midi dress,970,clothing
ADIDAS BY STELLA MCCARTNEY,TruePurpose perforated printed stretch recycled top,80,clothing
MONCLER GRENOBLE,Tech-twill stirrup ski pants,595,clothing
TIBI,Wool-twill blazer,1095,clothing
KIKI DE MONTPARNASSE,Sylvie lace and tulle-trimmed stretch-silk satin thong,228,clothing
MELISSA ODABASH,Cindy guipure lace-trimmed voile kaftan,262,clothing
KIKI DE MONTPARNASSE,Tresor stretch-lace thong,148,clothing
BLAZÉ MILANO,Naema Everynight double-breasted corduroy-trimmed checked wool blazer,1565,clothing
LOEWE,+ Paula's Ibiza distressed denim shorts,690,clothing
MICHAEL LO SORDO,Boy silk-satin shirt,590,clothing
THE ROW,Bec cotton-poplin shirt,950,clothing
BALMAIN,Button-embellished two-tone ribbed-knit mini dress,2250,clothing
ANINE BING,Braxton striped cotton-jacquard shirt,250,clothing
MISSONI,Lace-up crochet-knit coverup,800,clothing
KHAITE,Lenora gathered ribbed cotton-blend top,890,clothing
FFORME,Tate cropped textured-leather jacket,4800,clothing
FORTELA,Jamie cotton-corduroy straight-leg pants,380,clothing
PURDEY,Town and Country double-breasted striped herringbone wool coat,3565,clothing
ZIMMERMANN,Devi eyelet-embellished bikini briefs,170,clothing
MONCLER GRENOBLE,Printed stretch-jersey leggings,560,clothing
CLIO PEPPIATT,Lucina embellished stretch-mesh mini dress,2314,clothing
ALICE + OLIVIA,Marina lace-trimmed broderie anglaise cotton-voile mini dress,440,clothing
HONORINE,Gilda lace mini dress,325,clothing
BALENCIAGA,Hourglass double-breasted Prince of Wales checked wool blazer,3200,clothing
ROTATE BIRGER CHRISTENSEN,+ NET SUSTAIN cropped strapless crystal-embellished organic cotton-poplin top,140,clothing
BASERANGE,+ NET SUSTAIN stretch-bamboo Lyocell jersey T-shirt,67,clothing
SEA,Julian embroidered quilted padded cotton jacket,575,clothing
GIULIVA HERITAGE,Tom shearling-trimmed leather jacket,4190,clothing
LE KASHA,+ NET SUSTAIN Jesma open-back button-embellished organic linen midi dress,1305,clothing
CARA CARA,Harper tiered printed cotton-voile mini dress,425,clothing
AGUA BY AGUA BENDITA,+ NET SUSTAIN Cerezo Pluma ruffled printed linen mini skirt,400,clothing
OFF-WHITE,Printed cotton-jersey hoodie,1050,clothing
TOM FORD,Leather leggings,2550,clothing
LOULOU STUDIO,Lina double-breasted wool and cashmere-blend blazer,700,clothing
AGOLDE,Riley cropped high-rise straight-leg jeans,178,clothing
VERONICA BEARD,Clarina floral-print silk crepe de chine blouse,400,clothing
NILI LOTAN,Gaia silk-chiffon shirt,550,clothing
PUCCI,Ruffled printed stretch-jersey halterneck mini dress,1130,clothing
ERES,Baie embroidered tulle and stretch-jersey briefs,175,clothing
POLO RALPH LAUREN,Belted checked cotton-blend shirt dress,400,clothing
DODO BAR OR,Stephan metallic open-knit camisole,386,clothing
TIBI,Cropped woven jacket,795,clothing
REFORMATION,Tazz paneled linen maxi skirt,200,clothing
SKIMS,Fits Everybody Crossover bralette - Mica,40,clothing
LES TIEN,Cropped cotton-jersey hoodie,225,clothing
THE ATTICO,Gael draped cotton-jersey mini dress,590,clothing
DOLCE & GABBANA,Belted stretch-wool jacket,3995,clothing
YOOX NET-A-PORTER FOR THE PRINCE'S FOUNDATION,+ NET SUSTAIN cropped ribbed wool tank,440,clothing
STAUD,Tulip bead-embellished stretch-jersey midi skirt,995,clothing
PATBO,Bikini briefs,145,clothing
JEAN PAUL GAULTIER,+ KNWLS cutout paneled stretch-crepe blazer,819,clothing
ERDEM,Nairn cotton-blend lace and poplin midi dress,1645,clothing
WOLFORD,+ N°21 Liza 20 denier checked tights,160,clothing
JOHANNA ORTIZ,+ NET SUSTAIN Amancay tiered printed cotton-voile maxi dress,995,clothing
HIGH SPORT,Kick cropped stretch cotton-blend flared pants,860,clothing
DION LEE,Cutout ribbed jersey tank,430,clothing
CHRISTOPHER KANE,Crystal-embellished appliquéd organic cotton-jersey T-shirt,475,clothing
16ARLINGTON,Seymour feather-trimmed crepe shirt,945,clothing
DODO BAR OR,Morten tasseled crocheted cotton midi dress,848,clothing
NORMA KAMALI,Stretch-jersey soft-cup bralette,65,clothing
ZIMMERMANN,Luminosity printed crepe de chine maxi dress,995,clothing
CANADA GOOSE,Belcarra hooded shell jacket,650,clothing
STELLA MCCARTNEY,+ NET SUSTAIN printed organic cotton-jersey top,350,clothing
REBECCA VALLANCE,Homecoming crystal-embellished recycled duchesse-satin midi dress,820,clothing
NAEEM KHAN,Gatsby embellished chiffon mini dress,4995,clothing
BALENCIAGA,Oversized printed cotton-jersey hoodie,1350,clothing
HELMUT LANG,Brushed wool-blend coat,995,clothing
SKIMS,Fits Everybody Scoop Neck bra - Cielo,34,clothing
LULULEMON,"Align high-rise shorts - 2""",64,clothing
SLVRLAKE,+ NET SUSTAIN Stella high-rise straight-leg organic jeans,350,clothing
MOLLY GODDARD,Dawn strapless striped cotton-velvet mini dress,1175,clothing
JIL SANDER,Printed cotton-jersey T-shirt,430,clothing
MATTEAU,+ NET SUSTAIN ribbed-knit tank,220,clothing
LAPOINTE,Feather-trimmed satin midi shirt dress,1490,clothing
FRAME,Le Crop Mini mid-rise bootcut jeans,230,clothing
GUCCI,Embellished cotton-blend socks,220,clothing
STELLA MCCARTNEY,+ NET SUSTAIN embroidered organic cotton T-shirt,325,clothing
ZIMMERMANN,Halcyon cutout paisley-print cotton-voile mini dress,695,clothing
SOLACE LONDON,Pia off-the-shoulder stretch-crepe and faille maxi dress,850,clothing
PUCCI,Printed wool-blend twill wide-leg pants,1595,clothing
ADAM LIPPES,Giovanna faux pearl-embellished denim maxi dress,990,clothing
DÔEN,+ NET SUSTAIN Addie organic cotton-lace tank,180,clothing
PALM ANGELS,Soiree sequined knitted flared pants,645,clothing
MARA HOFFMAN,+ NET SUSTAIN Layne strapless TENCEL Lyocell and organic cotton-blend twill top,375,clothing
SKIMS,Smooth Lounge off-the-shoulder stretch modal-blend maxi dress - Onyx,107,clothing
VARLEY,Let's Go leopard-print stretch leggings,110,clothing
SEA,Elin two-tone ribbed merino wool midi dress,595,clothing
ZIMMERMANN,Lyrical belted floral-print linen mini dress,850,clothing
STELLA MCCARTNEY,One-shoulder draped vegetarian leather halterneck top,850,clothing
OSCAR DE LA RENTA,Pleated wool and mohair-blend wide-leg pants,1490,clothing
TOVE,Africa asymmetric gathered stretch-jersey maxi dress,1355,clothing
SEMSEM,+ NET SUSTAIN Swarovski crystal-embellished plissé-satin maxi dress,1295,clothing
16ARLINGTON,Bram paneled leather midi dress,1700,clothing
BRANDON MAXWELL,Celina silk and cashmere-blend mini dress,1495,clothing
WALES BONNER,Power crochet-trimmed recycled jacquard-knit track jacket,720,clothing
NORMA KAMALI,Marissa stretch-modal bodysuit,125,clothing
ADIDAS BY STELLA MCCARTNEY,Printed organic cotton-jersey track pants,160,clothing
SAINT LAURENT,Striped crocheted cotton sweater,1650,clothing
REFORMATION,+ NET SUSTAIN Juliette floral-print georgette midi dress,250,clothing
ON,Race stretch recycled-jersey shorts,70,clothing
COURRÈGES,Trucker denim mini skirt,450,clothing
ALTUZARRA,Pella off-the-shoulder cotton-blend poplin peplum top,895,clothing
SKIMS,Fits Everybody stretch-satin jersey thong bodysuit - Umber,58,clothing
LOULOU STUDIO,+ NET SUSTAIN Wular high-rise straight-leg organic jeans,275,clothing
RIXO,Milly patchwork suede coat,830,clothing
ALICE + OLIVIA,Bernita cropped appliquéd cotton-blend cardigan,595,clothing
CECILIE BAHNSEN,Ugne ruffled cotton-blend skirt,1000,clothing
ROSAMOSARIO,Satin-trimmed silk-georgette robe,404,clothing
GIRLFRIEND COLLECTIVE,+ NET SUSTAIN Dylan stretch recycled sports bra,50,clothing
THE ATTICO,Fern shell straight-leg cargo pants,1150,clothing
SASUPHI,+ NET SUSTAIN belted wool and cashmere-blend wrap sweater,1150,clothing
ZIMMERMANN,Devi belted paisley-print silk midi shirt dress,995,clothing
